headline,is_spam
i just noticed twitter edited my profane language lol fuck this shit fucking niggers dumb bitches and hoes lol,5
"Silicon Valley was founded by racists, and racism still thrives today “I prefer the White man to the negro.” -- Leland Stanford. William Shockley, Silicon Valley's first founder, called African Americans socially, intellectually and genetically inferior.",5
RT @BibiBourelly: MIKE PENCE. FUCK YOU TOO. YOU RACIST HOMOPHOBE. YOURE WORST THAN TRUMP. YOU SUCK.,5
"“yall so disgusting that even if another race mixed with the TINIEST bit of nigger, they considered black y’all can have them”-white people",5
"Negro is trending and white people are like “it’s not that bad, it’s not the N word” but Nick called y’all savages and y’all went and told on him.",5
He knocked that nigger out before he hit the ground. Words from my dumb fuck boss for today. #AndersonSilva,5
Black porn is disgusting. If I wanted to watch two niggers fuck I’d go to the zoo.,5
Thee wasn't a such thing as racism the rules were if you were colored sit in the back Niggers just didn't like the rules !,5
"“@tayyoung_: FUCK OBAMA, dumb ass nigger” Mad or Naww ??",5
"@JikeyaButler a nigger is someone who is dirty/disgusting. It can be use for any race, it happens that more people use it for black people.",5
wtf is wrong with us niggers being black and shit.... disgusting,5
"Let me rape your face with this nigger dick tho RT“@tayyoung_: FUCK OBAMA, dumb ass nigger”",5
I actually got called negro by a white person i dont know how to feel,5
"Policy is enforced and the unequal enforcement of policy leaves us in separate conditions. like that time when the government promised equality under segregation and didn't give black people anything aka jim crow. Redlining, the grandfather clause, g.i bill all past examples.",5
"Fuck you pigeon “@tayyoung_: FUCK OBAMA, dumb ass nigger”",5
I think the Negro should be called an equal to white people because we are all fighting for the same cause @NEHgov @USNatArchives @the_zooniverse,5
"@BanTrap ur a dumb ass nigger, go fuck ur slef 4 all I care!!!",5
"RT @JadeBriana lmfao you mad?RT @tayyoung_: FUCK OBAMA, dumb ass nigger / lmaoooooo the salt",5
U cnt have ignorant niggers voting wit twitter...dumb fucks will post pics of their ballots smh,5
3 years ago vs now! :3 forgot to change the hair color on the first one so just use ur imagination lol https://twitter.com/H0TG1RLW1LL/status/1287560918969143296,5
"===> ignorance «@tayyoung_ FUCK OBAMA, dumb ass nigger»",5
Watching Higher Learning Your not white your Jewish Fuck you and you nigger monkey lol dumb Skin Heads,5
"ATTENTION EVERYONE LOOK AT WHAT DIS DUMB BITCH JUST STARTED “@tayyoung_: FUCK OBAMA, dumb ass nigger”",5
Can't you see dumb ugly fuck name wayne ugly black trash nigger name wayne off my pussy off my complexion pic.twitter.com/RNkqxuMeZt,5
"Was slavery a black eye on this country? Yes. Look at the history of the world. Injustice and oppression is present in every country’s past. America is the greatest country on earth, where anyone can be anything or do anything if they work hard enough.",5
Stupid dumb nigger I didn't even say shit about Cedric. I just found the tweet funny. Fuck outta my mentions @BasicallyIRunIt @YoungPlatinum,5
@X_Charnley @LSDmotlakas fuck that was funny :'). Ai I miss laughing at dumb shit with you niggers.,5
"On this day in 1904, Gaines Hall was lynched and body was riddled with bullets. He was accused of assaulting a white woman. The article called him ""Negro Brute"" and ""the Southern home will be protected at all hazard."" Follow me @SankofaTravelHr",5
@JRizzlyKidd: N is for niggers bitch fuck the world!lmfao oh my fucking god dude you fucking dumb as bitch,5
"Two monsters * Tim u fucking Dumb nigger h cant even spell what the fuck is wrong with u,u fucking coon gorilla monkey ass hole shit waffle.",5
#ThingsWhitePeopleSay fuck that dumb nigger,5
"Colonial newspapers contributed to the perpetuation of slavery. Advertised 250 years ago today: ""RUN away, a NEGRO MAN named BILLY ... generally called White hand Billy, from a burn on his hand."" (South-Carolina &amp; American General Gazette 4/20/1770)",5
niggers be so ready to fuck that they forgot about all the std's possible to catch ! smh #dumb,5
I think ur the first one W,5
"@AlpoIgnorantAss im talkin about frank.. but im dumb? just say nigger, i know you want too.. fuck nigga get out my mentions..",5
@FuukYoThoughts shut the Fuck up you dumb ass nigger,5
"I'm so teary eyed right now, I'm watching ""The Hate U Give"" again, and its just so crazy the world today, SOOO crazy. And not enough people recognize the racism &amp; discrimination towards colored people, specifically black people. The hate given is a problem. We need to do better.",5
Plus endearment means a way to show love or affection. HOW is calling someone a Nigger boy a way of showing love? This is disgusting and shouldn’t be tolerated at all. I have never ever ever heard of someone calling a black person Nigger boy as a way of showing love. #bbuk,5
"='( “@LabelMe_DOPE: WOW lol ""@CowboyQuan: fuck education. imma dumb ignoarant nigger""”",5
"LMAO you dumb bitch you white AS FUCK &amp; you gonna sit here and call yourself black just so you can say ""nigger"". WTF https://twitter.com/goyimsuck/status/868569905381224450",5
"Lmfaaoo RT""@d_gag3: “@tayyoung_: FUCK OBAMA, dumb ass nigger” you mad , you funky ass PUSSY STINCH """,5
"I ain't never hit no woman but bitch... RT @tayyoung_: FUCK OBAMA, dumb ass nigger",5
Trina old ass. calling black protesters animals... not after being called a “nigga” by a white woman in Walmart. Negro ain't loyal to they own race.,5
"If Boehner has any spine, he will put the American people first and not grant Obama's intentional bullying tactics #teaparty #gop #tcot",5
"tf! lmao RT @OnGod_ThatsTre: Smh really? RT @shanicaxoxo: you mad? good. stay mad. “@tayyoung_: FUCK OBAMA, dumb ass nigger”",5
It would have been awesome if we could have won but fuck you bess you dumb ape nigger #GoBrowns,5
"@joerogan @tayyoung_ FUCK OBAMA, dumb ass nigger #DopeyWhitePeopleArePissedTonight",5
Y'all being dumb on my TL with this light skin dark skin shit cut that shit the fuck out all y'all niggers now stfu with y'all black asses,5
@Music_xCraze -___- what the fuck! dumb niggers! lol,5
"It's tiring watching Civil Rights Era ""fans"" reiterating the warnings stated by Black Liberationists BACK THEN which haven't a snowball's chance in hell of doing anything for us NOW because no one listened THEN and NOW our situation has progressed way too far past that point...",5
"@joshuakwalker lmao probz bc your black I mean the fact pookey called me a nigger is ok bc I call my friends ""niggas"" lol dumb fucks",5
She just proved that some niggers can be dumb as fuck when money is involved .... IDIOTS IDIOTS IDIOTS!!!!,5
Aye I gotta question.... how do (Black) Women not be killing NIGGERS at clubs and parties/house parties when they be touching y’all the way they do like you belong to them??? That shit is disgusting...,5
Frankie getting on my nerves . Dumb bitch . Get the fuck out here calling people niggers .. Your white .not black,5
"Tuh, you call blaming him saying the n-word on his anger at people and anger in general an apology? When he called those white people nigger, he obviously thought black people were below him. He’s disgusting. Yet racism is never when y’all draw the line with these white gays.",5
" why the fuck do you have a nigger baby  ............ first of all its white, dumb fuck",5
Racism is wen u select ur white clothes to wash first b4 d black nd colored ones:| dnt be a Racist wash dem altogeda,5
@TRacks808s @SelfMade_Shaq that's dumb as fuck though that's why people call us niggers...smh,5
You won’t let us see the truth ya dumb nigger. Fuck out my country with your bullshit acting and lying skills. U SUCK,5
"Calling out Rochester Hills, MI where the first incident happened..the poor young man was just seeking directions and while the ""man?"" of house shot at him the woman screamed ""Why did 'they' pick my house""? Racism is ugly and the people who ascribe to it ignorant fools",5
"We never ashamed to be called black. The first African to get its independence from the white terrorist. You all have one of the colors of our flag , green,yellow and red. And check what the WHO chairman said. I'm negro I'm black there is more",5
"I drop EP n three days later , u can summarize the whole body of wrk ... how won’t u miss one or two moments ? What’s wrong with digesting the music first ? Music never settle, u don write ur reviews. Based on Wetin? First listen? Or expectations? Lol ok cool.",5
"@crvtmin — first impression: ion remember — your nickname in my head: ion have one — closeness ratings: 10/10 — do i like you: yup — you are my: conyawas moot — to be honest: whenever i see ur name i sing like always (""like a razeeee"")",5
"I wanted to try something ... A sort of ""sketch"" of part of Nora’s past , The dialogues are hyper boat but we won’t say anything The second character is in black because I don’t have its design (and I always have a lot of trouble drawing guys)",5
"Somebody Get This Bitch “@tayyoung_ FUCK OBAMA, dumb ass nigger”",5
@SunSteveBrenner I don't understand why he'd pick Terry over Rio if it was the 'alleged' racism incident...or even for footballing reasons?,5
"I DONT CARE IF YOU HAVE A BLACK FRIEND OR BLACK COUSIN, ya still can’t say nigger you stupid dumb fuck.",5
#proposal omg (@BarackObama )damn you dont give a fuck bout us we dont care if ya die ahouldve been me!!@cnn @prince_harry dumb nigger,5
@Yepimaasshole: some dumb hoes and some fuck niggers,5
“@marleymarl037 White folks probably in the suburbs on twitter saying these niggers dumb ass fuck lol”,5
"Obama fuck ya mama “@tayyoung_: FUCK OBAMA, dumb ass nigger”",5
"@codyyyizzo I don't this is funny at all. I hope all the ""niggers and Mexicans"" see this and beat you up dumb fuck pic.twitter.com/uIoutGfja3",5
"That’s kinda rude, if this would happen, then black people would turn into the white People from the past, the black people will be the mean ones, that’s why no one should be a slave or anything, because if black peoples take over the world and is white people will be slaves 1/2",5
@kaynewest stop following this dumb nigger... stupid as fuck.. DUMB NIIIIIIGER,5
All the personnel of the usdoj's washington dc are all niggers no matter what skin color they all are the dumb fuck niggers,5
Oh damn I thought you were siding with me. The fact that man can refer all the negative things about black ppl as a nigger is disgusting as a white man. And here you 2 coming w/ anger towards me for as a black man find this kind offensive is what’s wrong with this country now.,5
"BITCH FUCK YOU AND YOUR WHOLE ENTIRE LIFE. CHOKE ON A DICK AND I HOPE YO MAMA DIE. BITCH !!!!!!!!! ""@tayyoung_: FUCK OBAMA, dumb ass nigger""",5
"Yea head nigger in charge bitch RT @tayyoung_ FUCK OBAMA, dumb ass nigger",5
"#Blackisright fuck you mean white ignorant nigger just mad because your dumb ass dick is small, poor white trash @ih8nigrs @batsonface lmao",5
"Please tell me in what universe me quoting rap lyrics was comparable to him calling someone a ""dumb nigger"" saying ""fuck that nigger"" and referring to the man who killed MLK as ""guy who killed the nigger we celebrate today"". Come on Connor you at least you seem smart. Do better.",5
"Girl get yo life lol RT @KeepUpWitKilla: MAD! Lol your president is black. :) RT @tayyoung_: FUCK OBAMA, dumb ass nigger",5
"First off we know the press has lied. Second, the protesters were all fine. The looters and vandals have been arrested and should have their ass kicked. I’d guess ur one of them. As for defunding the police, I’m for that ..just get the criminals to stop first. Sit down.",5
So this 1 dumb bitch @tayyoung_ keep sayin fuck Obama..AND she sayin NIGGER. Not NIGGA. NIGGER. She better chill the fuck out -_-,5
"Are u an OG and were here since the after trailer or this is ur first one, the awc trailer? #AfterWeCollidedMovie",5
UM YEAH BITCH BECAUSE YALL NIGGERS WON’T LEAVE US THE FUCK ALONE &amp; YALL ARE ACTUALLY THE FUCKING PROBLEM DUMB BITCH,5
Only black when it's convenient smh shits disgusting “@DORA_MAAAR: I hate you black people who act like house niggers you disgust me”,5
"The article points to the 1967 Mulford act which was racially motivated. However, it doesn't point out anything else the NRA has done in the past 50 years to disempower black gun owners. It points out Parkland but how is that relevant?",5
“@Johnny_Blaz3: #coon http://t.co/zI77Bki3nO” dying,5
@freebsdglrI awww. someone's mad. &lt;3,5
"Unfollow me if u support trump, racism, or if you THINK that a white persons life is valued MORE than a colored person, YOU HAVE MY BLESSING SWEETIE. #AllLivesMatters",5
@triilll_will you sensor FUCK but not bitch.... dumb nigger,5
Hi @henrygayle which is that one record you wish and surely gonna break with ur bat in the 22 yards once the cricket is back in ur life.. #DoYouKnow He is the only player in the history of Test Cricket to hit a six off the first ball vs #Bangladesh #MGCricket #CricketFact,5
"“@tayyoung_: FUCK OBAMA, dumb ass nigger”YOU MISS PIGGY LOOKING BITCH SMH",5
some dude keep sending me photos of himself blocking won’t do anything he will just create a new one sweetie how clear do I have to break it to you If I wasn’t interested the first 52837th times why will ur next try be any different?,5
If someone I didn't know and trust called me a dumb nigger man or woman I would slap the shit out of the girl and best the fuck out of him,5
"She mad cuz she fat & not accepted by society“@Craziibeauty_: Smh RT @druck89: “@tayyoung_: FUCK OBAMA, dumb ass nigger”lol she mad Forreal”",5
The american msm called Elvis Aaron Presley the White Negro because he sang black music. Dude was a quasi Southern Baptist. His church had mostly black folks ffs. His parents were marginalized White ppl.,5
"and yes !! i wore a mask and kept my distance, this area was almost completely empty. im literally shoving in my pocket in the first pic and no one was near me while it was off. wear ur mask dipshits.",5
Dumb ass oscar telling people shit that I did heroin with him?!?! Fuck that nigger!!! I've never touched that garbage!,5
"At my job I been called an asshole, a fucking idiot, a fuck face, a dumb ass, a nigger and various of names &amp; All by trying to help out lol",5
@JabariTheGreat @_TonyHilfiger Why the fuck do you dumb niggers keep pausing? Y'all so stupid and unsure about yourselves. Poor that.,5
"RT @tayyoung_: FUCK OBAMA, dumb ass nigger http://bit.ly/M71NtB @youtube",5
"“@tayyoung_: FUCK OBAMA, dumb ass nigger” watch ya mouth.",5
"non black people can’t rap without some dumb bitches saying ""ok but you will never be a nigger tho!!!"" lmao please shut the fuck up",5
People are really dumb like really this why I don't associate with a lot of you niggers you guys are the most illiterate fucks ever smfh,5
"Tigers could take the weaker bears up to black bears, but anything past the weight adv is too much",5
"y’all niggers dumb as fuck &amp; y’all daddies, uncles, and grandpas dumb too",5
"Dis Nigger is Dumb, Ure Giving me Lessons when I have sessions to attend, Nd ure still complaining?!?!, Dawg Fuck You. Hope u see this (-_-)",5
"@tayyoung_: FUCK OBAMA, dumb ass nigger oh.?! ....... Dats how u feel.??!!!",5
"@ThaTrail ruth had that defensive self hate racism cuz opp fans called him nigger, his moms records listed as colored too (dude was mulatto)",5
"@Nissa_Mariee: “@tayyoung_: FUCK OBAMA, dumb ass nigger” hellllllll no  delete your twitter @Tayyoung_",5
"I used to love drawing more than anything. These past few months, I’ve been tryna revive that.",5
My dumb fuck brother decided to piece me with a bat today...... Nigger,5
DON’T!! it ain’t worth ur time sis i was forced to watched the first one by my friends and it was an absolute shitfest,5
"why would you openly Snapchat your white Long Island father using the word ""Nigger"" in a derogatory manner in your Snapchat story. dumb as fuck.",5
Stop hating on @MileyCyrus you dumb #Niggers! Fuck yall and who are you to judge others!! #GetALife! http://instagram.com/p/fwUmmioaDG/,5
"Fuck Obama????0.0 FUCK ROMNEY , you fat white bitch !!!!!!!!""@tayyoung_: FUCK OBAMA, dumb ass nigger""",5
this is u speaking over black people and saying that we need to stop focusing on his racism (which extends past “eh he said the n word once”) and focus on the good things he does. i dont want u to say ANYTHING bc this isnt ur topic to speak on. can u comprehend that ??,5
It does have to because you're a privileged with your color so again u do not have to deal with what colored people do bc racism exists,5
You're one dumb ass nigger.. How are you the leader of the country you fuck,5
@nPryzm bitch what the fuck is a PRYZM DUMB NIGGER FUCK U BLOCKED,5
Either way you slice it black is a color and it doesn’t truly represent all of us as african peoples.. so to identify with being called black or negro should be optional.. the founders of this european system birthed that way of thinking (black&amp;white) it’s rubbish.,5
FUCK YOU @KingSalmon66! HOW DARE YOU CALL ME AND HANG UP AFTER I ASK A QUESTION. Dumb nigger,5
"me with zim, first week: ur so smart uwu. me with zim, one month: dumb",5
"Stfu!!""@joshua_olatunde: #UNIVERSITYSTATISTICS a third class degree in OAU is the equivalent of a 1st class degree anywhere else in Nigeria""",5
"this little dumb bitch is trying to convince us to use the word ""nigger"" in our african american literature presentation tomorrow. THE FUCK!",5
RT @ChickenColeman: That nigga needs anger management,5
"Delete Your Life !! RT @tayyoung_ FUCK OBAMA, dumb ass nigger",5
"@tayyoung_: FUCK OBAMA, dumb ass nigger You Bad Bro?",5
"i went to do that thing where u google ur @and,,, why tf is maps the first one to show up .",5
"You gone make a ""nigger"" get on yo ass homegurl. Id chill RT @tayyoung_: FUCK OBAMA, dumb ass nigger",5
"lmao! #icant “@KheyTeeKat: Lady Gaga said that Jesus is the new black. So, she was basically calling Jesus a NIGGER!!! She's disgusting!!!!”",5
"You fast to say that about your brother a black man but most of you negros delight in seeking a white savior out of two legit racist running for President , that’s called SELF HATE",5
@Rich_Since86 dumb fuck nigger only applies to you if ur filthy not because ur black look it up,5
"“@tayyoung_: FUCK OBAMA, dumb ass nigger”you mad bih?",5
@Z_Barros cuz she gon talk 2 da cock nigger what the fuck are you talking about homo ugo hold a conversation with a dumb bitch u dumb bitch.,5
If harry actually doesnt like brunettes i will fly to wherever the fuck he is and slap him across his face thats so shallow dumb nigger,5
"Yea she mad. “@iLoveRedBonesz: You mad? RT @tayyoung_: FUCK OBAMA, dumb ass nigger”",5
@YAMMYaustin @_adams_j @AlwineAaron @YaBoiYayo @The_Dude_Devin Austin you dumb nigger shut the fuck up,5
@BigMack_Dontrel fuck hym if he is dats sum dirty shyt and if i ever find muy tablet in that bitch nigger house ima kill his dumb lil ass,5
@rihanna your a dumb bitch. You fucking nigger just cause you get beat the fuck up don't mean you gotta take it out on Asian beauty. CUNT,5
BBM peeps» Racism won't stop if u still select yo white clothes 2 wash them 1st b4 the black &amp; colored 1s. SAY NO TO RACISM! Wash em 2gether,5
FUCK @BarneysNY @Macys @S_C_ can give a fuck less about you niggers! Keep buying his shit U dumb fucks. #ShopBlackOwned #FuckChristmasSales,5
"AHHAAHAHHAHAHA Thank u smm hope I get to redraw the first one someday LMAO ALSO YESSS LMAO eagle eyes I see it's the next art, still based on the Moonchildren au He has nice glowing tattoos and I'm so excited to draw them THANK U SM FOR UR SUPPORT AND LOVE",5
You niggers dumb and rapey as fuck. Seek help.,5
"@rosemcgowan i have to be the bigger man in this,fuck u u dumb nigger.. your the racist,..i will find a way to get the fuck away from u..",5
"Huh you loser Mitt! RT @xPierre_: Oh ? You mad ? “@tayyoung_: FUCK OBAMA, dumb ass nigger”",5
i’ll eat ur first born for that one,5
“@country_sweets: @sprytd you're right you are a fucking nigger you probably don't know what my tattoo is dumb fuck” pic.twitter.com/4GAKR38Xk4,5
"“@okonmasbieber: I stay gettin called ""fucking dumb nigger"" and ""crusty field slave"" by arielle what the fuck why are we still friends” ouch",5
“@CarelessSam: HOW SALTY ARE WE ? ..... S LTY AS CAN BE” that looks like an O and it's rice not salt. You sir are a dumb nigger fuck,5
"oh yeahh ur right . when i started learning about bts and their personalities/music, Yoongi was one of the first i got drawn to so when ppl ask me what my bias/ult is i just say yoongi or rapline",5
"And maybe we don't say anything positive about y'all bc there's nothing positive to say. FIVE BLACK CHILDREN were brutally murdered by Black men just this past weekend. But when we say this we're being ""divisive"" &amp; we ""hate"" y'all. Right?",5
Man fuck a lebron James dumb nigger has got to be the worst missed like 8 shots in the 4th cost me mad money he's fucking garbage,5
"Sooo this fuck nigger still leaves the house while his phone is not charged, such a dumb fuck !",5
"@AntiDARKSKINNED: Don't start with that I'm brown"" bullshit. You are black, you are a nigger. You are filthy &amp; disgusting."" :O lmao",5
ur dumb ER fuck u fuck u nigger,5
all yall niggers r dumb grow da fuck up,5
"(Acts 29:16816) A world gone ""haywire"" by the white devil's species of Satan, not God's people, but the devil's spawn seed children of Satan, as God called the white people because they do not look like God looks, Divine Dark Skinned ""Golden"" Negro, see Revelation 1:14-15,",5
"I really hate ignorant people RT @tayyoung_: FUCK OBAMA, dumb ass nigger",5
"“@tayyoung_: FUCK OBAMA, dumb ass nigger” lmao from the looks of you it look like yu need Obama more than us !",5
"How you gonna be my friend, as a non black person, understand that I don’t like/desire to be called a nigger and then try to argue that “anyone can say it”. LOL, you’re clearly not a real friend if you don’t give a fuck how your words can impact your “friends”. Disgusting.",5
"@le_monsterr: “@tayyoung_: FUCK OBAMA, dumb ass nigger” lol someone's mad. yup he mad :p",5
"...the housing area as ‘little Africa’. It speaks to the attitude. I suspect that the ppl who ran the housing black or white had the same attitude you find that Tories have towards ppl who use foodbanks. You say that you have been called a ‘house Negro’, now flip that around...",5
"(Acts 29:18497) PEOPLE, the ""only"" humanity that God created ""all everyone"" looking exactly the way God looks, Divine Dark Skinned ""Golden"" Negro, God colored people except for the white species of Nephilim created humanity, the children of the devil, God called them, for obvious",5
"Again Negro...I Feared For His Life....that’s called empathy, compassion....humanity...My first thought was not and still is not: Golly, This White Woman Must Have Mental Health Issues.....Racist behavior does not equate to or excuse the behavior of being Racist.",5
"my dad is so racist. anytime he hears anything about obama all he says is ""fuck that dumb ass nigger.""",5
yessssssur the first one since the curls are bigger,5
Biden's past racist bills that still have many black americans locked up his racist segregation comment plus his refusal to say he'll do anything for black americans this election while saying he'll give illegals and lgbtq things his first day.Why would any ados vote for biden?,5
"@tayyoung_: FUCK OBAMA, dumb ass nigger",5
"@A1_Shad fuck no you dumb nigger they nice, Knicks , clippers , thunder , the best teams",5
"Dumb Fucks RT ""@goshawty123: offf to the mall with @shelly_smyth &lt;3 because we are white &amp; can afford to unlike u niggers HAHAHA &lt;3 ,""",5
67 people were shot in Chicago this past weekend. why dont BLM mention anything about these black lives? does BlackLivesMatter only to some black lives? hello?? what a joke of an organization..,5
"“@tayyoung_: FUCK OBAMA, dumb ass nigger” &lt;&lt;&lt;another white bitch mad mission accomplished! #Obama2012 America is ran by a black man bitch!",5
@ItsMsTee we jus dont say colored ppl over here! U g2 realize u not helpin the cause americans tryna kill racism n erase color lines,5
"You look like a broke snooki “@tayyoung_: FUCK OBAMA, dumb ass nigger”",5
That seals it racism will always drive this country no if ands or buts if your colored u will continue to be treated poorly,5
after watching aquamarine did u use one of ur fathers shirts to make the dress she made when she was on land for the first time n needed something to wear or are u normal,5
@DrugFreeNegro Fuck you dumb nigger!,5
THIS DUMB NIGGER ASKED ME WAT R UGGS HIS GF WANT SUM 4 XMAS..NIGGA FUCK THEM UGGS &amp; YO B*TCH &amp; YO DUMB IGNORANT ASS #WATITDO,5
Fuck red &amp; white dumb nigger name wayne positive trash soft ass nigga White &amp; 0range pic.twitter.com/ho08sNi65u,5
"@tayyoung_: FUCK OBAMA, dumb ass nigger lol smh it don't phase us no more ..",5
"oh RT @tayyoung_: FUCK OBAMA, dumb ass nigger",5
88 black black 71mecheck White & orange Me dumb ugly nigger name Wayne Positive trash soft ass nigga fuck you pic.twitter.com/rWC744cSWo,5
U Brooklyn niggers are working my nerves. Dumb ass outfits. Get it the fuck together plz,5
"Don't text me talking about you told somebody we talk , Nigger we don't talk fuccc ill take your money and have you looking dumb so FUCK YOU",5
"@K_turner09: “@tayyoung_: FUCK OBAMA, dumb ass nigger”” you make white people look bad thank u, because it doesn't have to go that far...",5
"You know damn well natives were called indios, mixed were called mestizos or mulatos, and black slaves were called negros. That evolved into what White Americans used as the N word we know today. Don’t play dumb it’s not cute",5
"You are living in the past while many young black people are going to colleges, working for NASA, SpaceX and acheaving their dreams. You filled up your valet and out of boredom opening old wounds and presenting something that doesn’t have anything to do with today’s reality.",5
"stop dick riding James you ducking pussy, fuck Ben and you dumb nigger",5
White men stay calling black women disgusting and niggers but we're the same niggers yall were raping hundreds of years ago smh,5
"@Just_Nathaly pointed out colored bc it's a horrible term to use.&amp;If u really want to know I suggest u start by googlin ""structural racism""",5
"RT @JaszyfuknSwag @BK_DREAMER lol no she just Sed black men are disgusting and started saying nigger, alleged.",5
"Simmer down Pearl! “@tayyoung_: FUCK OBAMA, dumb ass nigger”",5
"Racism in the real world is on the decline? I must be living in the fucking matrix then, or the man that growled 'fucking nigger' at me not four days ago must be a figment of my imagination. This was not an isolated incident.",5
"Ok so my lil brother bought a new box of crayons and i got the apricot colored one and said ""this isnt the only skin colored crayon u can use, u can use brown,blue, green or whateva"" i ended racism in my household",5
"Yeap you're gonna kill yourself this year! RT “@tayyoung_: FUCK OBAMA, dumb ass nigger”",5
The last one that u call late at night the first one u dial when u open ur eyes wanna be the one u run to wanna be the one that ain’t gon hurt you I WANNNNNAAAAA BEEEEEE YEAAAAAA,5
Fuck red &amp; white dumb ugly nigger name Wayne pic.twitter.com/HOeV6vPv7B,5
I wouldn't have said dio is better if u didn't mention it first ur the one who attacked me first and so I needed to defend my pointless argument,5
"“@CopeDipper4418: Yasiel Puig is just a fucking nigger..Show me your green card or get the fuck out...” Wow, how fucking dumb..",5
"@_Just1me_ nigger, dumb nigger! I texted you to see what time you was gettin your haircut so i could come fuck witchu b4 i bounced!",5
"Running on 3 hours of sleep but bet ur ass I’m watching that episode again right now! Still W-T-F’d about that first one, holy cow. #WynonnaEarp #WynonnaWatchParty",5
the first one was ass and now this one too man give ur money to a good film this literally looks like a college project done by a freshman film major,5
also: fuck this 140 character limit. fucking dumb fuck cocks cunts nigger son of a cock.,5
when u see a person of color and tell them to go back to their country solely based on the fact that they’re colored especially when they’re literally in the country they were born in that’s supposed to be “the land of the free” is racism hun,5
"Damn,Straight like that?? QT @tayyoung_: FUCK OBAMA, dumb ass nigger",5
"“@tayyoung_: FUCK OBAMA, dumb ass nigger” &lt; This bitch mad af!! Lmao you want some juice!",5
fuck it. i'll take the 2500 followers for my fucking self..fucking idiots. niggers so dumb u cant even give them shit without them hating.,5
Why you stressin' over a nigger who don't give a fuck about you? Makes you look realllll dumb.,5
"The funny thing is, she was all in on the transformation culture a year or two ago. Sure its not in the books but why can't Hermoine be black, why can't Harry be a furry, Ron joins Antifa... then all of a sudden she hit a wall of woke or something and anything past that point...",5
"The racial shit??... the same ""Nigger"" y'all dumb fucks are protesting against is the same ""nigger"" that bring y'all justice from #9/11",5
"She mad ? RT @Iam_keylolo: Lmfao RT @BlowindatPiNK_: Chill Roseann RT @tayyoung_: FUCK OBAMA, dumb ass nigger",5
"Ur so fat and ugly. Thank god u will not amount to anything in life. You would just take up space RT""@tayyoung_ FUCK OBAMA, dumb ass nigger""",5
"RT @tayyoung_: FUCK OBAMA, dumb ass nigger This is why @MittRmoney didn't win.",5
Those of negro/Indian decent ...So called White people are going into slavery https://twitter.com/inbredautistjr/status/1236700075096670208,5
FUCK BAKER MAYFIELD DUMB WANNA BE NIGGER,5
"That nigger, made this mess up to be against me. He want me to help for the female look smart by making myself look like I don't know anything.,,,fuck those dumb ass female..,I will never do that for them and the devil....",5
omg you got black nigger donuts it looks disgusting only white please,5
@RadarIB @NevinTravis Budweiser you dumb nigger fuck,5
"If you are a white person looking for a place to start to educate yourself about white supremacy and racial justice that you can watch RIGHT NOW, there is a great documentary about James Baldwin called I Am Not Your Negro",5
@Andrew_Sherriff fuck you dumb nigger,5
"“@katyfancypants: What would you do if somebody called your best friend a ""dumb nigger?""”-- I would fuck someone up for that.",5
"Then you know her mom and dad 1st cousins slow bunny-RT @iseegreatness: ""@tayyoung_: FUCK OBAMA, dumb ass nigger""...you a dumbass lil bitch",5
if 2020 has taught me anything is that we are the most important generation of black people. everything they “gave us” in the past was just to keep niggas civil. we done maintaining its time to flourish,5
yung first the one in play2gether ep 4 that you made into ur header?? huhu memories ily lunaaaa,5
"@plsnothnx: @reallidoeee_ @RollieBeenFlee fuck u nigger Smh, look at this dumb bitch",5
Some scam psychic site gave me a free trial two weeks ago... It said don’t change anything because by the 22nd you will already have someone you are content with. Well two weeks later and past the 22nd and I couldn’t be happier with the girl I have right now.,5
"As far as opening the door so that we can see a tradition unfolding in the black historical past, the book is so important. Lol not anything close to a kind of analytical theory...not that he’s concerned with this. Black Marxism is a theory unfolding in history",5
"He won tho and u mad LmfaooRT @CastroTrapMoney: Get raped and hop off a bridge hoe “@Kayso5: Smh RT @tayyoung_: FUCK OBAMA, dumb ass nigger”",5
It is sooo wrong the way u all are targetting a single person and bullying her it is CYBER BULLYING.. She shared her point of view if you think wht ur fav said is right then there is no need to defend in the first place her one tweet without any #and u started abusing her +,5
"I know we're sick of these viral videos of disgusting racists calling us niggers, slapping us, spitting on us, etc. I just be like.. Lord keep me from them people cuz I will absolutely black out. Then the ""criminal justice"" system won't even back you up.",5
Ok the fuck is up with all these niggers with the big ass chrome rims on their cheap ass p.o.s chevy's and shit. Look dumb #AF,5
“@Walken4GOP: Niggers are dumb.” Fuck Syria let's go bomb this dude,5
"Here is a “?”, dumb fuck. In my eyesz you are this. Care to contradict me, try it. Do you have at least 47 years to kill? Bottom fucken line nigger this was a set up. I will kill you if you as so much smell wrong.",5
POTUS showed them ole Heave Ho maneuver they know do dumb shit we annilate your ass this is America! 911 lesson learned fuck it move on. Yiu bitch niggas still on that gun.thst killed murdered 6000 at a time blocking niggers from being the man at their house I wish it was MORE,5
i said dont put north west in coffee fuck the diddy call fifty i said there no to assassinate out the door of the air port dumb niggers,5
No one is going to listen in Bihar. Every person's conscience is dead. Arbitrary and loot in pvt hospitals. Just a hope from the CM of Bihar. Strengthen Bihar’s health system be the first objective of urs. Don’t let ur clean &amp; good image of Susasan Babu be tarnished @NitishKumar,5
